FE,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Run 21,Run 22,Run 23,Run 24,Run 25
100,458652,446470,457082,447916,444448,451698,443158,443830,462102,444466,461060,454576,451996,452488,463348,446960,447042,447060,459102,462306,452194,460032,454660,451514,454180
200,458652,445686,455992,443822,444448,451652,443158,443830,448966,430754,457038,449230,443748,442520,448468,437466,447042,447060,450172,449540,444118,447686,454660,444006,454180
300,447726,438162,454952,443822,441390,440140,433504,443830,448966,427300,429872,443542,437020,430860,440164,433962,443252,447060,450172,445452,439070,426058,447754,444006,454180
400,447726,421988,453178,443822,441390,433902,433504,443830,438070,427300,429872,430684,432510,430860,432518,433842,431826,447060,450172,445452,434488,426058,444568,444006,446070
500,447726,421988,445570,443822,441390,433902,433504,443830,436256,427300,422468,428944,432510,430860,432518,422888,431826,447060,450172,445452,434488,426058,444568,444006,446070
600,447726,421988,445570,443822,441390,433902,433504,443830,429376,427300,422468,428944,432510,430860,432518,422888,431826,447060,450172,445452,434488,426058,444568,444006,446070
700,447726,421988,445570,439816,423056,433902,433504,443830,429376,427300,422468,428944,432510,430860,432518,422888,428172,447060,450172,445452,434488,426058,444568,444006,446070
800,447726,421988,445570,436194,423056,433902,433504,443830,429376,427300,415842,428944,429432,430860,432518,422888,428172,447060,450172,445452,430938,426058,444568,444006,446070
900,447726,421988,445570,436194,423056,433902,423954,443830,429376,427300,415842,428944,429432,430860,432518,422888,428172,438712,446788,445452,430938,426058,444568,444006,446070
1000,447726,421988,445570,429630,423056,433902,423954,443830,429376,427300,415842,428944,429432,430860,432518,422888,428172,438712,446788,445452,430938,426058,444568,444006,446070
1100,447726,421988,445570,429630,423056,433902,423954,443830,429376,426768,415842,428944,429432,430860,432518,422888,428172,438712,446788,445452,430048,426058,444568,444006,446070
1200,447726,421988,445570,429630,423056,433902,423954,443830,429376,426768,415842,428944,429432,430860,432518,422888,428172,438712,446788,445452,430048,426058,444568,444006,446070
1300,447726,421988,445570,429630,423056,433902,423954,443830,429376,426768,415842,428944,429432,430860,432518,422888,428172,438712,446788,445452,430048,426058,444568,444006,446070
1400,447726,421988,445570,429630,423056,433902,423954,443830,429376,426768,415842,428944,429432,430860,431466,422888,428172,438712,446788,445452,430048,426058,444568,444006,446070
1500,447726,421988,445570,429630,423056,431032,423954,443830,429376,426768,415842,428944,429432,430860,431466,422888,428172,438712,446788,445452,430048,425422,444568,444006,446070
1600,447726,421988,445570,429630,423056,431032,423954,443830,429376,426768,415842,428944,429432,430860,431466,422888,428172,438712,446788,445452,430048,425422,444568,444006,446070
1700,447726,421988,445570,429630,423056,431032,423954,443830,429376,426768,415842,428944,429432,430860,431466,422888,428172,438712,446788,445452,430048,425422,444568,434902,446070
1800,447726,421988,445570,429630,423056,431032,423954,443830,429376,426768,415842,428944,429432,430860,431466,422888,428172,438712,446788,445452,430048,425422,444568,434902,446070
1900,447726,421988,445570,429630,423056,431032,423954,435224,429376,426768,415842,428944,429432,430860,431466,422888,428172,438712,446788,445452,430048,425422,444568,434902,439340
2000,447726,421988,445570,429630,423056,431032,423954,435224,429376,413830,415842,428944,429432,430860,431466,422888,428172,438712,446788,445452,430048,425422,444568,434902,439340
2100,447726,421988,445570,429630,423056,431032,423954,435224,429376,413830,415842,428944,429432,430860,431466,422888,428172,438712,446788,445452,430048,425422,444568,434902,439340
2200,447726,421988,445570,429630,423056,431032,423954,435224,429376,413830,415842,428944,429432,430860,431466,422888,428172,438712,446788,445452,430048,425422,444568,434902,439340
2300,436410,421988,445570,429630,423056,425428,423954,435224,429376,413830,415842,428944,429432,430860,431466,422888,428172,438712,446788,445452,430048,425422,444568,434902,438662
2400,436410,421988,445570,429630,423056,425428,423954,434188,429376,413830,415842,428944,429432,430860,431466,422888,428172,438712,446788,445452,430048,425422,444568,434902,438662
2500,436410,421988,445570,429630,423056,425428,423954,434188,429376,413830,415842,428944,429432,430860,431466,422888,428172,438712,446788,445444,430048,425422,444568,434902,438662
2600,436410,421988,445570,429630,423056,425428,423954,434188,429376,413830,415842,428944,429432,430860,431466,422888,428172,438712,446788,445444,430048,425422,444568,434902,438570
2700,436410,421988,445570,429630,423056,425428,423954,434188,429376,413830,415842,428944,429432,430860,431466,422888,428172,438712,446788,445444,430048,425422,444568,428990,438570
2800,436410,421988,445570,429630,423056,425428,423954,434188,429376,413830,415842,428944,429432,430860,431466,422888,428172,438712,446788,440928,430048,425422,444568,428990,438570
2900,436410,421988,445570,429630,423056,425428,423954,434188,429376,413830,415842,428944,429432,430860,431466,422888,428172,438712,446788,438928,430048,425422,444568,428990,438570
3000,436410,421988,445570,429630,423056,425428,423954,434188,417778,413830,415842,428944,429432,430860,431466,422888,428172,438712,446788,438928,430048,425422,444568,428990,436426
3100,436410,421988,445570,429630,423056,425428,423954,434188,417778,413830,415842,428944,429432,430860,431466,422888,428172,438712,446788,438928,430048,425422,444568,428990,436426
3200,436410,421988,445570,429630,423056,425428,423954,434188,417778,413830,415842,428944,429432,430860,431466,422888,428172,438712,446788,438468,430048,425422,444568,428990,436426
3300,436410,421988,445570,429630,423056,425428,423954,434188,417778,413830,415842,428944,429432,430860,431466,422888,428172,438712,446788,438468,430048,425422,444568,428990,436426
3400,436410,421988,445570,429630,423056,425428,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,446788,438468,430048,425422,444568,428990,436426
3500,436410,421988,445570,429630,423056,425428,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,446788,438468,430048,425422,444568,428990,436426
3600,436410,421988,445570,429630,423056,425428,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,446788,438468,430048,425422,444568,428990,436426
3700,436410,421988,445570,429630,423056,425428,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,446788,438468,430048,425422,444568,428990,436426
3800,434076,421988,445570,429630,423056,425428,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,446788,438468,430048,425422,444568,428990,436426
3900,434076,421988,445570,429630,423056,425428,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,446788,438468,430048,425422,444568,428990,435488
4000,434076,421988,445570,429630,423056,425428,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,446788,438468,430048,425422,444568,428990,435488
4100,432814,421988,445570,429630,423056,425428,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,446788,438468,430048,425422,444568,428990,435488
4200,432814,421988,445570,429630,423056,425428,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,446788,438468,430048,425422,444568,428990,435488
4300,432814,421988,445570,429630,423056,425428,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,446788,438468,430048,425422,444568,428990,435488
4400,432814,421988,445570,429630,423056,425356,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,442292,438468,430048,425422,443920,428990,413906
4500,432814,421988,445570,425760,423056,425356,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,442292,438468,430048,425422,443920,428990,413906
4600,432814,421988,445570,425760,423056,425356,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,442292,438468,430048,425422,443920,428990,413906
4700,432814,421988,445570,425760,423056,425356,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,442292,438468,430048,425422,443920,428990,413906
4800,432814,421988,445570,425760,423056,425356,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,442292,438468,430048,425422,443920,428990,413906
4900,432814,421988,445570,425760,423056,425356,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,442292,438468,430048,425422,443920,428990,413906
5000,432814,421988,445570,425760,423056,425356,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,437726,438340,430048,425422,443920,428990,413906
5100,432814,421988,445570,425760,423056,425356,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,437726,438340,430048,425422,443920,428990,413906
5200,432814,421988,445570,425760,423056,425356,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,437726,438340,430048,425422,443920,428990,413906
5300,432814,421988,445570,425760,423056,425356,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,437726,438340,430048,425422,443920,428990,413906
5400,432814,421988,445570,425760,423056,425356,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,437726,438340,430048,425422,443920,428990,413906
5500,425044,421988,445570,425760,423056,425356,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,435830,438340,430048,425422,443920,428990,413906
5600,425044,421988,445570,425760,423056,425356,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,435830,438340,430048,425422,443920,428990,413906
5700,425044,421988,445570,425760,423056,425356,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,435830,438340,430048,425422,443920,428990,413906
5800,425044,421988,445570,425760,423056,425356,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,435830,438340,430048,425422,443920,428990,413906
5900,425044,421988,445570,425760,423056,424972,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,435830,438340,430048,425422,443920,428990,413906
6000,425044,421988,445570,425760,423056,424972,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,435830,438340,430048,425422,443920,428990,413906
6100,425044,421988,445570,425760,423056,424972,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,435830,438340,430048,425422,443920,428990,413906
6200,425044,421988,445570,425760,423056,424972,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,435830,438340,430048,425422,443920,428990,413906
6300,425044,421988,445570,425760,423056,424972,423954,434188,417778,413830,415842,428944,420342,430860,431466,422888,428172,438712,435830,438340,430048,425422,443920,428990,413906
