FE,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Run 21,Run 22,Run 23,Run 24,Run 25
100,2114472,2108998,2126508,2123704,2108870,2127128,2132444,2129998,2118070,2135580,2113622,2119520,2116024,2106876,2093474,2109004,2118818,2107118,2118542,2110928,2144636,2118866,2111880,2109802,2110842
200,2071210,2095966,2122168,2099056,2108870,2067388,2099700,2126490,2113952,2109194,2113622,2082966,2109952,2106876,2093474,2106412,2097024,2076614,2092294,2110928,2135122,2072536,2111880,2109802,2110842
300,2071210,2095966,2109304,2093960,2108870,2067388,2077032,2106638,2113952,2080696,2113622,2082966,2109952,2102358,2093474,2106412,2097024,2076614,2092294,2102300,2115218,2072536,2111880,2088680,2100500
400,2071210,2095966,2109304,2093960,2108870,2067388,2077032,2106638,2113952,2080696,2113622,2082966,2100260,2102358,2093474,2106412,2097024,2076614,2092294,2102300,2115218,2072536,2111880,2088680,2100500
500,2071210,2095966,2109304,2093960,2108870,2067388,2077032,2098048,2113722,2080696,2113622,2082966,2100260,2089320,2093474,2106412,2097024,2076614,2092294,2102300,2115218,2072536,2104428,2088680,2099588
600,2071210,2095966,2109304,2093960,2108870,2067388,2077032,2098048,2113722,2080696,2113622,2082966,2100260,2089320,2093474,2106412,2097024,2076614,2092294,2099936,2111058,2072536,2104428,2088680,2099588
700,2071210,2095966,2109304,2093960,2103940,2067388,2077032,2098048,2113722,2080696,2113622,2082966,2100260,2069804,2090438,2106412,2097024,2076614,2092294,2092376,2102132,2072536,2104428,2088680,2099588
800,2071210,2095966,2109304,2093960,2103940,2067388,2077032,2098048,2102930,2077796,2113622,2082966,2100260,2069804,2090438,2106412,2097024,2076614,2092294,2092376,2102132,2072536,2104428,2088680,2099588
900,2071210,2095966,2109304,2093960,2103940,2067388,2077032,2098048,2101366,2077796,2063608,2081278,2100260,2062584,2090438,2106412,2097024,2076614,2092294,2092376,2096014,2072536,2104428,2088680,2099588
1000,2071210,2095966,2094684,2093960,2103940,2067388,2077032,2098048,2101366,2077796,2063608,2081278,2077452,2062584,2088016,2106412,2097024,2076614,2092294,2081166,2096014,2072536,2088088,2088680,2099588
1100,2071210,2095966,2094684,2093960,2103940,2067388,2077032,2098048,2101366,2077796,2063608,2081278,2077452,2062584,2088016,2106412,2097024,2076614,2092294,2081166,2096014,2072536,2088088,2088680,2099588
1200,2071210,2095966,2094684,2093960,2103940,2067388,2077032,2098048,2101366,2077796,2063608,2081278,2077452,2062584,2088016,2106412,2097024,2076614,2092294,2081166,2092460,2072536,2088088,2088680,2082544
1300,2071210,2095966,2094684,2093960,2103940,2067388,2077032,2098048,2101366,2077796,2063608,2081278,2077452,2062584,2088016,2106412,2097024,2076614,2092294,2081166,2092460,2072536,2088088,2088680,2082544
1400,2071210,2095966,2088578,2093960,2096418,2067388,2077032,2098048,2101366,2077796,2063608,2081278,2077452,2062584,2088016,2106412,2097024,2076614,2092294,2081166,2092460,2072536,2087908,2088680,2082544
1500,2071210,2095966,2088578,2093960,2096418,2067388,2077032,2098048,2101366,2077796,2063608,2081278,2077452,2062584,2088016,2106412,2097024,2076614,2092294,2077594,2092460,2072536,2087908,2088680,2082544
1600,2071210,2095966,2088578,2093960,2089518,2067388,2077032,2098048,2101366,2077796,2063608,2081278,2077452,2062584,2088016,2106412,2097024,2076614,2092294,2077594,2092460,2072536,2087908,2088680,2082544
1700,2071210,2095966,2088578,2093960,2089518,2067388,2077032,2098048,2101366,2077796,2063608,2049632,2077452,2062584,2088016,2086190,2097024,2076614,2092294,2077594,2092460,2072536,2087908,2088680,2082544
1800,2071210,2095966,2088578,2090512,2085218,2067388,2077032,2098048,2083352,2077796,2063608,2049632,2077452,2062584,2088016,2086190,2093578,2075788,2092294,2077594,2092460,2072536,2087908,2088680,2082544
1900,2071210,2095966,2078366,2090512,2085218,2067388,2077032,2098048,2083352,2077796,2063608,2049632,2077452,2062584,2088016,2086190,2093578,2075788,2092294,2077594,2092460,2072536,2087908,2088680,2082544
2000,2071210,2095966,2078366,2090512,2085218,2067388,2077032,2098048,2083352,2077796,2063608,2049632,2077452,2062584,2088016,2086190,2093578,2075788,2092294,2077594,2092460,2072536,2075492,2088680,2082544
2100,2071210,2092316,2078366,2090512,2085218,2067388,2077032,2098048,2083352,2077796,2063608,2049632,2077452,2062584,2088016,2086190,2078368,2075788,2092294,2077594,2092460,2072536,2075492,2088680,2082544
2200,2071210,2092316,2078366,2090512,2085218,2067388,2077032,2098048,2083352,2077796,2063608,2049632,2077452,2062584,2088016,2086190,2078368,2075788,2092294,2077594,2092460,2072536,2075492,2088680,2082544
2300,2071210,2092316,2072314,2079990,2085218,2063642,2077032,2098048,2083352,2062920,2063608,2049632,2077452,2062584,2088016,2085744,2078368,2075788,2092294,2077594,2089320,2072536,2075492,2088680,2082544
2400,2071210,2092316,2072314,2079990,2085218,2063642,2077032,2098048,2083352,2062920,2063608,2049632,2077452,2062584,2088016,2079470,2078368,2075788,2092294,2077594,2089320,2072536,2075492,2088680,2082544
2500,2071210,2092316,2072314,2079990,2085218,2063642,2077032,2098048,2083352,2062920,2063608,2049632,2077452,2062584,2088016,2079470,2078368,2075788,2092294,2077594,2089320,2072536,2075492,2088680,2082544
2600,2071210,2092316,2072314,2079990,2085218,2063642,2070758,2067668,2083352,2062920,2063608,2049632,2077452,2062584,2088016,2079470,2078368,2075788,2092294,2077594,2089320,2072536,2075492,2088680,2082544
2700,2071210,2092316,2072314,2079990,2085218,2063642,2070758,2067668,2083352,2062920,2046208,2049632,2077452,2062584,2088016,2079470,2078368,2075788,2092294,2077594,2089320,2072536,2075492,2088680,2082544
2800,2071210,2092316,2072314,2079990,2085218,2063642,2070758,2067668,2083352,2062920,2046208,2049632,2058970,2062584,2088016,2079470,2078368,2075788,2092294,2077594,2089320,2072536,2075492,2088680,2082544
2900,2071210,2092316,2072314,2079990,2085218,2063642,2070758,2067668,2083352,2062920,2046208,2049632,2058970,2062584,2088016,2079470,2078368,2075788,2092294,2077594,2089320,2072536,2075492,2088680,2082544
3000,2071210,2092316,2072314,2079990,2085218,2063642,2070758,2067668,2083352,2062920,2046208,2049632,2058970,2062584,2088016,2079470,2078368,2075788,2092294,2077594,2089320,2072536,2075492,2088680,2082544
3100,2071210,2092316,2072314,2079990,2085218,2063642,2070758,2067668,2083352,2062920,2046208,2049632,2058970,2062584,2088016,2079470,2078368,2075788,2092294,2077594,2089320,2072536,2075492,2088680,2082544
3200,2071210,2075292,2072314,2079990,2080882,2063642,2070758,2065614,2083352,2062920,2046208,2049632,2058970,2062584,2088016,2079470,2078368,2075788,2075796,2077594,2089320,2072536,2075492,2088680,2082544
3300,2071210,2075292,2072314,2079990,2080882,2063642,2070758,2065614,2083352,2062920,2046208,2049632,2058970,2062584,2088016,2079470,2078368,2075788,2075796,2077594,2089320,2072536,2075492,2088680,2082544
3400,2071210,2075292,2072314,2079990,2080882,2063642,2070758,2065614,2083352,2062920,2046208,2049632,2058970,2062584,2088016,2079470,2078368,2075788,2075796,2077594,2089320,2072536,2075492,2088680,2082544
3500,2071210,2075292,2072314,2079990,2080882,2063642,2070758,2065614,2083352,2062920,2046208,2049632,2058970,2062584,2088016,2079470,2078368,2075788,2075796,2077594,2089320,2072536,2075492,2088680,2082544
3600,2071210,2075292,2072314,2079990,2080882,2063642,2070758,2065614,2083352,2062920,2046208,2049632,2058970,2062584,2088016,2079470,2078368,2075788,2075796,2077594,2089320,2072536,2075492,2088680,2082544
3700,2071210,2075292,2072314,2079990,2080882,2063642,2070758,2065614,2083352,2062920,2046208,2049632,2058970,2062584,2088016,2079470,2078368,2075788,2075796,2077594,2089320,2072536,2075492,2088680,2082544
3800,2071210,2075292,2072314,2079990,2080882,2063642,2070758,2065614,2083352,2062920,2046208,2049632,2058970,2062584,2088016,2079470,2078368,2075788,2075796,2077594,2089320,2072536,2075492,2088680,2082544
3900,2071210,2064232,2072314,2079990,2080882,2063642,2070758,2065614,2083352,2062920,2046208,2049632,2058970,2062584,2088016,2079470,2078368,2075788,2075796,2077594,2089320,2072536,2075492,2088680,2082544
4000,2071210,2064232,2072314,2079990,2080882,2063642,2070758,2065614,2083352,2062920,2046208,2049632,2058970,2062584,2067764,2079470,2078368,2075788,2075796,2077594,2089320,2072536,2075492,2088680,2082544
4100,2071210,2064232,2072314,2079990,2080882,2063642,2070758,2065614,2083352,2062920,2046208,2049632,2058970,2062584,2067764,2079470,2078368,2075788,2075796,2077594,2089320,2072536,2075492,2088680,2082544
4200,2071210,2064232,2072314,2079990,2080882,2063642,2070758,2065614,2083352,2062920,2046208,2049632,2058970,2062584,2067764,2079470,2078368,2075788,2075796,2077594,2089320,2072536,2075492,2088680,2082544
4300,2071210,2064232,2072314,2079990,2060628,2063642,2070758,2065614,2083352,2062920,2046208,2049632,2058970,2062584,2067764,2079470,2078368,2075788,2075796,2077594,2089320,2072536,2075492,2088082,2082544
4400,2071210,2064232,2072314,2079990,2060628,2063642,2070758,2065614,2083352,2062920,2046208,2049632,2058970,2062584,2067764,2073466,2067822,2075788,2075796,2077594,2089320,2072536,2075492,2088082,2082544
4500,2071210,2064232,2072314,2079990,2060628,2063642,2070758,2065614,2083352,2062920,2046208,2049632,2058970,2039270,2067764,2073466,2067822,2075788,2075796,2077594,2089320,2072536,2075492,2088082,2082544
4600,2071210,2064232,2072314,2079990,2060628,2063642,2070758,2053232,2083352,2062920,2046208,2049632,2058970,2039270,2067764,2073466,2067822,2075788,2075796,2077594,2089320,2072536,2075492,2088082,2082544
4700,2071210,2064232,2072314,2079990,2060628,2063642,2070758,2053232,2083352,2062920,2046208,2049632,2058970,2039270,2067764,2073466,2067822,2075788,2075796,2077594,2089320,2072536,2075492,2088082,2082544
4800,2071210,2064232,2072314,2079990,2060628,2063642,2070758,2053232,2055418,2062920,2046208,2049632,2058970,2039270,2067764,2059796,2067822,2075788,2075796,2077594,2089320,2072536,2075492,2088082,2082544
4900,2071210,2064232,2072314,2079990,2060628,2063642,2070758,2053232,2055418,2062920,2046208,2049632,2058970,2039270,2067764,2059796,2067822,2075788,2075796,2077594,2089320,2072536,2075492,2088082,2082544
5000,2071210,2064232,2072314,2079990,2060628,2063642,2070758,2053232,2055418,2062920,2046208,2049632,2058970,2039270,2067764,2059796,2067822,2075788,2075796,2077594,2089320,2072536,2075492,2088082,2082544
5100,2071210,2064232,2072314,2079990,2060628,2063642,2070758,2053232,2055418,2062920,2046208,2049632,2058970,2039270,2067764,2059796,2067822,2075788,2075796,2077594,2089320,2072536,2075492,2088082,2082544
5200,2071210,2064232,2072314,2079990,2060628,2063642,2070758,2045076,2055418,2062920,2046208,2049632,2058970,2039270,2067764,2059796,2067822,2075788,2075796,2077594,2089320,2072536,2075492,2088082,2082544
5300,2071210,2064232,2072314,2079990,2060628,2063642,2070758,2045076,2055418,2062920,2046208,2049632,2058970,2035744,2067764,2059796,2067822,2075788,2075796,2077264,2089320,2072536,2075492,2088082,2082544
5400,2071210,2064232,2072314,2079990,2060628,2063642,2070758,2045076,2055418,2062920,2046208,2049632,2058970,2035744,2067764,2059796,2067822,2075788,2075796,2077264,2089320,2072536,2075492,2088082,2082544
5500,2071210,2064232,2072314,2079990,2060628,2063642,2070758,2045076,2055418,2062920,2046208,2049632,2058970,2035744,2067764,2059796,2067822,2075788,2075796,2077264,2089320,2072536,2075492,2088082,2073306
5600,2071210,2064232,2072314,2079990,2060628,2063642,2070758,2045076,2055418,2062920,2046208,2049632,2058970,2035744,2067764,2059796,2067822,2075788,2075796,2077264,2089320,2072536,2075492,2088082,2069586
5700,2071210,2064232,2072314,2079990,2060628,2063642,2056136,2045076,2055418,2062920,2046208,2049632,2058970,2035744,2067764,2059796,2067822,2075788,2075796,2077264,2089320,2072536,2075492,2088082,2069586
5800,2071210,2064232,2072314,2079990,2060628,2063642,2056136,2045076,2055418,2062920,2046208,2049632,2058970,2035744,2067764,2059796,2067822,2075788,2069892,2077264,2089320,2072536,2075492,2088082,2069586
5900,2071210,2064232,2072314,2079990,2060628,2063642,2056136,2045076,2055418,2062920,2046208,2049632,2058970,2035744,2067764,2059796,2067822,2075788,2069892,2077264,2089320,2072536,2075492,2088082,2069586
6000,2071210,2064232,2072314,2079990,2060628,2063642,2056136,2045076,2055418,2062920,2046208,2049632,2058970,2035744,2067764,2059796,2067822,2075788,2069892,2077264,2089320,2072536,2075492,2088082,2069586
